CrossRoad -4715.0:4735.0
CrossRoad 3670.0:4735.0
CrossRoad 3670.0:-4805.0
CrossRoad 295.0:3100.0
CrossRoad 3670.0:3100.0
CrossRoad 2125.0:3100.0
FourLaneRoad 325.0:3100.0 2095.0:3100.0
FourLaneRoad 2155.0:3100.0 3640.0:3100.0
FourLaneRoad 2125.0:3820.0 2125.0:3130.0
CrossRoad 2125.0:3850.0
CrossRoad 3670.0:3850.0
FourLaneRoad 3670.0:4705.0 3670.0:3880.0
FourLaneRoad 3670.0:3820.0 3670.0:3130.0
CrossRoad 295.0:-755.0
FourLaneRoad 295.0:3070.0 295.0:-725.0
CrossRoad -4715.0:-755.0
FourLaneRoad 265.0:-755.0 -4685.0:-755.0
CrossRoad 835.0:-4805.0
FourLaneRoad 3640.0:-4805.0 865.0:-4805.0
CrossRoad 835.0:-755.0
FourLaneRoad 805.0:-755.0 325.0:-755.0
FourLaneRoad 865.0:-755.0 3640.0:-755.0
CrossRoad 3670.0:-755.0
FourLaneRoad 3670.0:3070.0 3670.0:-725.0
CrossRoad 3235.0:3850.0
FourLaneRoad 2155.0:3850.0 3205.0:3850.0
FourLaneRoad 3265.0:3850.0 3640.0:3850.0
FourLaneRoad 3235.0:3880.0 3235.0:4705.0
CrossRoad 3235.0:4735.0
FourLaneRoad 3265.0:4735.0 3640.0:4735.0
CrossRoad -185.0:3100.0
FourLaneRoad 265.0:3100.0 -155.0:3100.0
FourLaneRoad -185.0:3130.0 -185.0:4705.0
CrossRoad -185.0:4735.0
FourLaneRoad -4685.0:4735.0 -215.0:4735.0
FourLaneRoad -155.0:4735.0 3205.0:4735.0
CrossRoad 835.0:-4475.0
FourLaneRoad 835.0:-4775.0 835.0:-4505.0
FourLaneRoad 805.0:-4475.0 -890.0:-4475.0
CrossRoad -920.0:-4475.0
FourLaneRoad -920.0:-4445.0 -920.0:-4280.0
CrossRoad -920.0:-4250.0
FourLaneRoad -920.0:-4220.0 -920.0:-4055.0
CrossRoad -920.0:-4025.0
FourLaneRoad -890.0:-4025.0 805.0:-4025.0
CrossRoad 835.0:-4025.0
FourLaneRoad 835.0:-4445.0 835.0:-4055.0
FourLaneRoad -950.0:-4250.0 -4685.0:-4250.0
CrossRoad -4715.0:-4250.0
FourLaneRoad -4715.0:-4220.0 -4715.0:-785.0
FourLaneRoad -215.0:3100.0 -4685.0:3100.0
CrossRoad -4715.0:3100.0
FourLaneRoad -4715.0:-725.0 -4715.0:3070.0
FourLaneRoad -4715.0:3130.0 -4715.0:4705.0
CrossRoad 835.0:-3800.0
FourLaneRoad 835.0:-3995.0 835.0:-3830.0
CrossRoad 835.0:-3185.0
FourLaneRoad 835.0:-3770.0 835.0:-3215.0
FourLaneRoad 835.0:-3155.0 835.0:-785.0
FourLaneRoad 865.0:-3185.0 3640.0:-3185.0
FourLaneRoad 865.0:-3800.0 3640.0:-3800.0
CrossRoad 3670.0:-3800.0
FourLaneRoad 3670.0:-3830.0 3670.0:-4775.0
CrossRoad 3670.0:-3185.0
FourLaneRoad 3670.0:-785.0 3670.0:-3155.0
FourLaneRoad 3670.0:-3215.0 3670.0:-3770.0
NetworkPoint 865.0:-3815.0 -> 910.0:-3815.0
NetworkPoint 3010.0:3835.0 -> 3055.0:3835.0
NetworkPoint 3685.0:-4685.0 -> 3685.0:-4640.0
NetworkPoint 3685.0:-1760.0 -> 3685.0:-1715.0
NetworkPoint 3655.0:-530.0 -> 3655.0:-575.0
NetworkPoint 3655.0:-2585.0 -> 3655.0:-2630.0
NetworkPoint -4640.0:3085.0 -> -4595.0:3085.0
NetworkPoint 820.0:-875.0 -> 820.0:-920.0
NetworkPoint 1450.0:4750.0 -> 1405.0:4750.0
NetworkPoint -2120.0:3085.0 -> -2075.0:3085.0
NetworkPoint -3725.0:4750.0 -> -3770.0:4750.0
NetworkPoint 2935.0:-770.0 -> 2980.0:-770.0
NetworkPoint 3100.0:3115.0 -> 3055.0:3115.0
NetworkPoint -2465.0:4750.0 -> -2510.0:4750.0
NetworkPoint -2075.0:-770.0 -> -2030.0:-770.0
NetworkPoint -4730.0:190.0 -> -4730.0:145.0
NetworkPoint 3595.0:-3785.0 -> 3550.0:-3785.0
NetworkPoint 325.0:-740.0 -> 310.0:-725.0 310.0:-755.0 265.0:-740.0
NetworkPoint -4235.0:4720.0 -> -4190.0:4720.0
NetworkPoint 850.0:-3110.0 -> 850.0:-3065.0
NetworkPoint -320.0:4720.0 -> -275.0:4720.0
NetworkPoint 3205.0:-3200.0 -> 3250.0:-3200.0
NetworkPoint 3145.0:-740.0 -> 3100.0:-740.0
NetworkPoint 820.0:-1010.0 -> 820.0:-1055.0
NetworkPoint 3685.0:-3725.0 -> 3685.0:-3680.0
NetworkPoint 3655.0:-2495.0 -> 3655.0:-2540.0
NetworkPoint -4700.0:3580.0 -> -4700.0:3625.0
NetworkPoint -4700.0:-3050.0 -> -4700.0:-3005.0
NetworkPoint -4730.0:-1820.0 -> -4730.0:-1865.0
NetworkPoint -3500.0:3115.0 -> -3545.0:3115.0
NetworkPoint 3685.0:-1850.0 -> 3685.0:-1805.0
NetworkPoint 3655.0:-620.0 -> 3655.0:-665.0
NetworkPoint 3595.0:-4790.0 -> 3550.0:-4790.0
NetworkPoint 3655.0:2305.0 -> 3655.0:2260.0
NetworkPoint 3685.0:1075.0 -> 3685.0:1120.0
NetworkPoint -1400.0:-740.0 -> -1445.0:-740.0
NetworkPoint 3130.0:4720.0 -> 3175.0:4720.0
NetworkPoint -4730.0:55.0 -> -4730.0:10.0
NetworkPoint 1495.0:-3815.0 -> 1540.0:-3815.0
NetworkPoint -2870.0:3115.0 -> -2915.0:3115.0
NetworkPoint -4010.0:3085.0 -> -3965.0:3085.0
NetworkPoint 3250.0:4600.0 -> 3250.0:4645.0
NetworkPoint -1610.0:3115.0 -> -1655.0:3115.0
NetworkPoint 820.0:-920.0 -> 820.0:-965.0
NetworkPoint 1525.0:-3170.0 -> 1480.0:-3170.0
NetworkPoint 280.0:235.0 -> 280.0:190.0
NetworkPoint -3740.0:-4235.0 -> -3785.0:-4235.0
NetworkPoint -4700.0:-2960.0 -> -4700.0:-2915.0
NetworkPoint -4730.0:-1730.0 -> -4730.0:-1775.0
NetworkPoint -3785.0:-4265.0 -> -3740.0:-4265.0
NetworkPoint 2785.0:-3170.0 -> 2740.0:-3170.0
NetworkPoint -1835.0:4750.0 -> -1880.0:4750.0
NetworkPoint -2480.0:-4235.0 -> -2525.0:-4235.0
NetworkPoint -2210.0:4720.0 -> -2165.0:4720.0
NetworkPoint -4730.0:145.0 -> -4730.0:100.0
NetworkPoint 2755.0:-4820.0 -> 2800.0:-4820.0
NetworkPoint 2710.0:4750.0 -> 2665.0:4750.0
NetworkPoint 3685.0:-3770.0 -> 3685.0:-3725.0
NetworkPoint 3655.0:-2540.0 -> 3655.0:-2585.0
NetworkPoint 3655.0:-4415.0 -> 3655.0:-4460.0
NetworkPoint 280.0:100.0 -> 280.0:55.0
NetworkPoint 1075.0:-3785.0 -> 1030.0:-3785.0
NetworkPoint -4700.0:-3095.0 -> -4700.0:-3050.0
NetworkPoint -4730.0:-1865.0 -> -4730.0:-1910.0
NetworkPoint 745.0:3115.0 -> 700.0:3115.0
NetworkPoint 1540.0:-770.0 -> 1585.0:-770.0
NetworkPoint -935.0:-4445.0 -> 
NetworkPoint 3685.0:-1895.0 -> 3685.0:-1850.0
NetworkPoint 3655.0:-665.0 -> 3655.0:-710.0
NetworkPoint 70.0:3085.0 -> 115.0:3085.0
NetworkPoint 3250.0:4510.0 -> 3250.0:4555.0
NetworkPoint -35.0:-4040.0 -> 10.0:-4040.0
NetworkPoint 490.0:-740.0 -> 445.0:-740.0
NetworkPoint -4685.0:-740.0 -> -4715.0:-755.0 -4700.0:-755.0 -4700.0:-725.0
NetworkPoint -980.0:3115.0 -> -1025.0:3115.0
NetworkPoint 1075.0:-4790.0 -> 1030.0:-4790.0
NetworkPoint -185.0:-770.0 -> -140.0:-770.0
NetworkPoint -95.0:-4460.0 -> -140.0:-4460.0
NetworkPoint 3685.0:3820.0 -> 3685.0:3880.0 3670.0:3835.0 3670.0:3850.0
NetworkPoint 2755.0:3865.0 -> 2710.0:3865.0
NetworkPoint 280.0:190.0 -> 280.0:145.0
NetworkPoint -4700.0:3625.0 -> -4700.0:3670.0
NetworkPoint 1870.0:4720.0 -> 1915.0:4720.0
NetworkPoint -4700.0:1750.0 -> -4700.0:1795.0
NetworkPoint -4730.0:2980.0 -> -4730.0:2935.0
NetworkPoint 3415.0:-3170.0 -> 3370.0:-3170.0
NetworkPoint 3220.0:4735.0 -> 3205.0:4750.0
NetworkPoint 2380.0:3835.0 -> 2425.0:3835.0
NetworkPoint 2755.0:-3815.0 -> 2800.0:-3815.0
NetworkPoint 2425.0:3085.0 -> 2470.0:3085.0
NetworkPoint -4730.0:100.0 -> -4730.0:55.0
NetworkPoint 820.0:4750.0 -> 775.0:4750.0
NetworkPoint -2750.0:3085.0 -> -2705.0:3085.0
NetworkPoint -4355.0:4750.0 -> -4400.0:4750.0
NetworkPoint -1265.0:-4265.0 -> -1220.0:-4265.0
NetworkPoint 2470.0:3115.0 -> 2425.0:3115.0
NetworkPoint 3655.0:-4460.0 -> 3655.0:-4505.0
NetworkPoint 3565.0:-770.0 -> 3610.0:-770.0
NetworkPoint 2965.0:-3785.0 -> 2920.0:-3785.0
NetworkPoint 2095.0:3085.0 -> 
NetworkPoint -1220.0:-4235.0 -> -1265.0:-4235.0
NetworkPoint 190.0:4750.0 -> 145.0:4750.0
NetworkPoint -950.0:4720.0 -> -905.0:4720.0
NetworkPoint 3250.0:4465.0 -> 3250.0:4510.0
NetworkPoint -2660.0:-740.0 -> -2705.0:-740.0
NetworkPoint 280.0:3025.0 -> 280.0:2980.0
NetworkPoint 310.0:1795.0 -> 310.0:1840.0
NetworkPoint -3335.0:-770.0 -> -3290.0:-770.0
NetworkPoint 2335.0:-3785.0 -> 2290.0:-3785.0
NetworkPoint 3655.0:2350.0 -> 3655.0:2305.0
NetworkPoint 3685.0:1120.0 -> 3685.0:1165.0
NetworkPoint 2005.0:3115.0 -> 1960.0:3115.0
NetworkPoint 370.0:3085.0 -> 415.0:3085.0
NetworkPoint 3655.0:2260.0 -> 3655.0:2215.0
NetworkPoint 3685.0:1030.0 -> 3685.0:1075.0
NetworkPoint -890.0:3115.0 -> -935.0:3115.0
NetworkPoint -3335.0:-740.0 -> -3380.0:-740.0
NetworkPoint 2845.0:3865.0 -> 2800.0:3865.0
NetworkPoint 3595.0:4750.0 -> 3550.0:4750.0
NetworkPoint 1030.0:-4790.0 -> 985.0:-4790.0
NetworkPoint -3545.0:3115.0 -> -3590.0:3115.0
NetworkPoint 2515.0:3085.0 -> 2560.0:3085.0
NetworkPoint 3685.0:-3875.0 -> 3685.0:-3830.0
NetworkPoint 850.0:-2165.0 -> 850.0:-2120.0
NetworkPoint 850.0:-4220.0 -> 850.0:-4175.0
NetworkPoint 820.0:-2990.0 -> 820.0:-3035.0
NetworkPoint -1175.0:-4265.0 -> -1130.0:-4265.0
NetworkPoint -4700.0:4525.0 -> -4700.0:4570.0
NetworkPoint -215.0:-4490.0 -> -170.0:-4490.0
NetworkPoint -3005.0:4750.0 -> -3050.0:4750.0
NetworkPoint -170.0:3265.0 -> -170.0:3310.0
NetworkPoint -4700.0:-2195.0 -> -4700.0:-2150.0
NetworkPoint -4730.0:-965.0 -> -4730.0:-1010.0
NetworkPoint -95.0:3115.0 -> -140.0:3115.0
NetworkPoint 3055.0:-3785.0 -> 3010.0:-3785.0
NetworkPoint 3685.0:-905.0 -> 3685.0:-860.0
NetworkPoint 3655.0:325.0 -> 3655.0:280.0
NetworkPoint -1130.0:-4235.0 -> -1175.0:-4235.0
NetworkPoint 3685.0:2020.0 -> 3685.0:2065.0
NetworkPoint 3640.0:3865.0 -> 3595.0:3865.0
NetworkPoint 3520.0:-770.0 -> 3565.0:-770.0
NetworkPoint -770.0:3085.0 -> -725.0:3085.0
NetworkPoint -3785.0:-4235.0 -> -3830.0:-4235.0
NetworkPoint -860.0:4720.0 -> -815.0:4720.0
NetworkPoint -575.0:-4040.0 -> -530.0:-4040.0
NetworkPoint 850.0:-2300.0 -> 850.0:-2255.0
NetworkPoint 3640.0:-3815.0 -> 
NetworkPoint 3220.0:3850.0 -> 3205.0:3865.0
NetworkPoint -725.0:-770.0 -> -680.0:-770.0
NetworkPoint -635.0:-4460.0 -> -680.0:-4460.0
NetworkPoint 2095.0:3115.0 -> 2050.0:3115.0
NetworkPoint -4700.0:4615.0 -> -4700.0:4660.0
NetworkPoint 3055.0:-4790.0 -> 3010.0:-4790.0
NetworkPoint -680.0:-740.0 -> -725.0:-740.0
NetworkPoint -2075.0:-740.0 -> -2120.0:-740.0
NetworkPoint -4700.0:-140.0 -> -4700.0:-95.0
NetworkPoint -4730.0:1090.0 -> -4730.0:1045.0
NetworkPoint 2215.0:-3815.0 -> 2260.0:-3815.0
NetworkPoint 1900.0:-3200.0 -> 1945.0:-3200.0
NetworkPoint 1840.0:-740.0 -> 1795.0:-740.0
NetworkPoint 3640.0:-4820.0 -> 
NetworkPoint -3290.0:3085.0 -> -3245.0:3085.0
NetworkPoint -65.0:4720.0 -> -20.0:4720.0
NetworkPoint 3685.0:3805.0 -> 3685.0:3820.0
NetworkPoint -4700.0:4480.0 -> -4700.0:4525.0
NetworkPoint -170.0:3220.0 -> -170.0:3265.0
NetworkPoint -3065.0:-4265.0 -> -3020.0:-4265.0
NetworkPoint 2110.0:3460.0 -> 2110.0:3415.0
NetworkPoint 2110.0:-3170.0 -> 2065.0:-3170.0
NetworkPoint 3685.0:-950.0 -> 3685.0:-905.0
NetworkPoint 3655.0:280.0 -> 3655.0:235.0
NetworkPoint -3920.0:3085.0 -> -3875.0:3085.0
NetworkPoint -4700.0:-275.0 -> -4700.0:-230.0
NetworkPoint -4730.0:955.0 -> -4730.0:910.0
NetworkPoint 1450.0:-3815.0 -> 1495.0:-3815.0
NetworkPoint 2170.0:4750.0 -> 2125.0:4750.0
NetworkPoint -2435.0:-4265.0 -> -2390.0:-4265.0
NetworkPoint -4415.0:-4235.0 -> -4460.0:-4235.0
NetworkPoint 1000.0:-770.0 -> 1045.0:-770.0
NetworkPoint 865.0:-4790.0 -> 
NetworkPoint 850.0:-4175.0 -> 850.0:-4130.0
NetworkPoint 820.0:-2945.0 -> 820.0:-2990.0
NetworkPoint -1745.0:4750.0 -> -1790.0:4750.0
NetworkPoint 1795.0:-3785.0 -> 1750.0:-3785.0
NetworkPoint -4700.0:4570.0 -> -4700.0:4615.0
NetworkPoint -1355.0:-770.0 -> -1310.0:-770.0
NetworkPoint 3265.0:3835.0 -> 3310.0:3835.0
NetworkPoint -3515.0:4720.0 -> -3470.0:4720.0
NetworkPoint 3685.0:-860.0 -> 3685.0:-815.0
NetworkPoint 3655.0:370.0 -> 3655.0:325.0
NetworkPoint 685.0:-4040.0 -> 730.0:-4040.0
NetworkPoint -2255.0:4720.0 -> -2210.0:4720.0
NetworkPoint -4700.0:-185.0 -> -4700.0:-140.0
NetworkPoint -4730.0:1045.0 -> -4730.0:1000.0
NetworkPoint -3965.0:-740.0 -> -4010.0:-740.0
NetworkPoint 2215.0:3865.0 -> 2170.0:3865.0
NetworkPoint -260.0:3115.0 -> -305.0:3115.0
NetworkPoint 3685.0:3760.0 -> 3685.0:3805.0
NetworkPoint 625.0:-4460.0 -> 580.0:-4460.0
NetworkPoint -365.0:-4010.0 -> -410.0:-4010.0
NetworkPoint 3685.0:1885.0 -> 3685.0:1930.0
NetworkPoint -4640.0:-770.0 -> -4595.0:-770.0
NetworkPoint -4730.0:-3710.0 -> -4730.0:-3755.0
NetworkPoint 1660.0:-4790.0 -> 1615.0:-4790.0
NetworkPoint 1195.0:4720.0 -> 1240.0:4720.0
NetworkPoint 2110.0:3415.0 -> 2110.0:3370.0
NetworkPoint 3685.0:-995.0 -> 3685.0:-950.0
NetworkPoint 325.0:3085.0 -> 370.0:3085.0
NetworkPoint 3655.0:235.0 -> 3655.0:190.0
NetworkPoint 265.0:-4010.0 -> 220.0:-4010.0
NetworkPoint 3655.0:-1640.0 -> 3655.0:-1685.0
NetworkPoint 3475.0:-3815.0 -> 3520.0:-3815.0
NetworkPoint -200.0:3625.0 -> -200.0:3580.0
NetworkPoint 3145.0:3085.0 -> 3190.0:3085.0
NetworkPoint -2030.0:3085.0 -> -1985.0:3085.0
NetworkPoint 3505.0:-3170.0 -> 3460.0:-3170.0
NetworkPoint -1115.0:4750.0 -> -1160.0:4750.0
NetworkPoint 3190.0:3115.0 -> 3145.0:3115.0
NetworkPoint -1760.0:-4235.0 -> -1805.0:-4235.0
NetworkPoint 3685.0:1975.0 -> 3685.0:2020.0
NetworkPoint 2890.0:-770.0 -> 2935.0:-770.0
NetworkPoint -1400.0:3085.0 -> -1355.0:3085.0
NetworkPoint -4700.0:2650.0 -> -4700.0:2695.0
NetworkPoint 3475.0:-4820.0 -> 3520.0:-4820.0
NetworkPoint 2335.0:3835.0 -> 2380.0:3835.0
NetworkPoint 2110.0:3505.0 -> 2110.0:3460.0
NetworkPoint -200.0:3490.0 -> -200.0:3445.0
NetworkPoint -230.0:4720.0 -> -215.0:4720.0
NetworkPoint 3655.0:-1550.0 -> 3655.0:-1595.0
NetworkPoint -4700.0:-230.0 -> -4700.0:-185.0
NetworkPoint -4730.0:1000.0 -> -4730.0:955.0
NetworkPoint -4730.0:-3800.0 -> -4730.0:-3845.0
NetworkPoint -170.0:3355.0 -> -170.0:3400.0
NetworkPoint -4700.0:-2105.0 -> -4700.0:-2060.0
NetworkPoint -4730.0:-875.0 -> -4730.0:-920.0
NetworkPoint 1465.0:3115.0 -> 1420.0:3115.0
NetworkPoint -4400.0:4750.0 -> -4445.0:4750.0
NetworkPoint 2260.0:-770.0 -> 2305.0:-770.0
NetworkPoint -4010.0:-770.0 -> -3965.0:-770.0
NetworkPoint 820.0:-4775.0 -> 
NetworkPoint -4730.0:-3755.0 -> -4730.0:-3800.0
NetworkPoint -2750.0:-770.0 -> -2705.0:-770.0
NetworkPoint 3655.0:4165.0 -> 3655.0:4120.0
NetworkPoint 1270.0:-3200.0 -> 1315.0:-3200.0
NetworkPoint 1210.0:-740.0 -> 1165.0:-740.0
NetworkPoint 2110.0:3370.0 -> 2110.0:3325.0
NetworkPoint -4700.0:2740.0 -> -4700.0:2785.0
NetworkPoint 955.0:3085.0 -> 1000.0:3085.0
NetworkPoint 3655.0:-1685.0 -> 3655.0:-1730.0
NetworkPoint 3265.0:4750.0 -> 3250.0:4735.0 3235.0:4735.0 3205.0:4750.0
NetworkPoint 2125.0:3850.0 -> 2110.0:3820.0
NetworkPoint 2530.0:-3200.0 -> 2575.0:-3200.0
NetworkPoint 2470.0:-740.0 -> 2425.0:-740.0
NetworkPoint -200.0:3580.0 -> -200.0:3535.0
NetworkPoint -2915.0:3115.0 -> -2960.0:3115.0
NetworkPoint -2705.0:-740.0 -> -2750.0:-740.0
NetworkPoint 310.0:2695.0 -> 310.0:2740.0
NetworkPoint 2590.0:4720.0 -> 2635.0:4720.0
NetworkPoint -4175.0:3115.0 -> -4220.0:3115.0
NetworkPoint 3685.0:1930.0 -> 3685.0:1975.0
NetworkPoint -4700.0:2605.0 -> -4700.0:2650.0
NetworkPoint 1540.0:4750.0 -> 1495.0:4750.0
NetworkPoint -845.0:-4490.0 -> -800.0:-4490.0
NetworkPoint 370.0:-770.0 -> 415.0:-770.0
NetworkPoint 2800.0:4750.0 -> 2755.0:4750.0
NetworkPoint 3655.0:-1595.0 -> 3655.0:-1640.0
NetworkPoint 280.0:1045.0 -> 280.0:1000.0
NetworkPoint 310.0:-185.0 -> 310.0:-140.0
NetworkPoint -2375.0:4750.0 -> -2420.0:4750.0
NetworkPoint 415.0:-4490.0 -> 460.0:-4490.0
NetworkPoint -4730.0:-3845.0 -> -4730.0:-3890.0
NetworkPoint 865.0:-3785.0 -> 
NetworkPoint -170.0:3310.0 -> -170.0:3355.0
NetworkPoint 310.0:2785.0 -> 310.0:2830.0
NetworkPoint -4460.0:-4265.0 -> -4415.0:-4265.0
NetworkPoint -4145.0:4720.0 -> -4100.0:4720.0
NetworkPoint 160.0:3085.0 -> 205.0:3085.0
NetworkPoint -3155.0:-4235.0 -> -3200.0:-4235.0
NetworkPoint 55.0:-4040.0 -> 100.0:-4040.0
NetworkPoint -2885.0:4720.0 -> -2840.0:4720.0
NetworkPoint 3655.0:4120.0 -> 3655.0:4075.0
NetworkPoint -4700.0:2695.0 -> -4700.0:2740.0
NetworkPoint 2080.0:-4820.0 -> 2125.0:-4820.0
NetworkPoint 850.0:-4085.0 -> 850.0:-4055.0
NetworkPoint 820.0:-2855.0 -> 820.0:-2900.0
NetworkPoint -95.0:-770.0 -> -50.0:-770.0
NetworkPoint -200.0:3535.0 -> -200.0:3490.0
NetworkPoint -5.0:-4460.0 -> -50.0:-4460.0
NetworkPoint 280.0:1135.0 -> 280.0:1090.0
NetworkPoint 310.0:-95.0 -> 310.0:-50.0
NetworkPoint 310.0:2650.0 -> 310.0:2695.0
NetworkPoint -4700.0:-2060.0 -> -4700.0:-2015.0
NetworkPoint -4730.0:-830.0 -> -4730.0:-875.0
NetworkPoint 850.0:-2210.0 -> 850.0:-2165.0
NetworkPoint -50.0:-740.0 -> -95.0:-740.0
NetworkPoint 2845.0:-3815.0 -> 2890.0:-3815.0
NetworkPoint -1520.0:3115.0 -> -1565.0:3115.0
NetworkPoint 3655.0:4210.0 -> 3655.0:4165.0
NetworkPoint -2660.0:3085.0 -> -2615.0:3085.0
NetworkPoint 565.0:4720.0 -> 610.0:4720.0
NetworkPoint 1480.0:-3170.0 -> 1435.0:-3170.0
NetworkPoint 2560.0:3115.0 -> 2515.0:3115.0
NetworkPoint 280.0:1000.0 -> 280.0:955.0
NetworkPoint 310.0:-230.0 -> 310.0:-185.0
NetworkPoint 850.0:-3215.0 -> 
NetworkPoint 310.0:2740.0 -> 310.0:2785.0
NetworkPoint -3830.0:-4265.0 -> -3785.0:-4265.0
NetworkPoint -485.0:4750.0 -> -530.0:4750.0
NetworkPoint 3685.0:-3830.0 -> 
NetworkPoint -1805.0:-4265.0 -> -1760.0:-4265.0
NetworkPoint 3655.0:4075.0 -> 3655.0:4030.0
NetworkPoint 145.0:4750.0 -> 100.0:4750.0
NetworkPoint 3655.0:-725.0 -> 3655.0:-785.0 3640.0:-740.0 3670.0:-740.0
NetworkPoint -4700.0:-2150.0 -> -4700.0:-2105.0
NetworkPoint -4730.0:-920.0 -> -4730.0:-965.0
NetworkPoint 835.0:3115.0 -> 790.0:3115.0
NetworkPoint 1630.0:-770.0 -> 1675.0:-770.0
NetworkPoint 850.0:-4130.0 -> 850.0:-4085.0
NetworkPoint 820.0:-2900.0 -> 820.0:-2945.0
NetworkPoint 1450.0:-4820.0 -> 1495.0:-4820.0
NetworkPoint 2425.0:-3785.0 -> 2380.0:-3785.0
NetworkPoint 280.0:1090.0 -> 280.0:1045.0
NetworkPoint 310.0:-140.0 -> 310.0:-95.0
NetworkPoint -3380.0:-770.0 -> -3335.0:-770.0
NetworkPoint 850.0:-2255.0 -> 850.0:-2210.0
NetworkPoint 580.0:-740.0 -> 535.0:-740.0
NetworkPoint -4595.0:-740.0 -> -4640.0:-740.0
NetworkPoint -3920.0:-770.0 -> -3875.0:-770.0
NetworkPoint 820.0:-3920.0 -> 820.0:-3965.0
NetworkPoint 3685.0:2920.0 -> 3685.0:2965.0
NetworkPoint -215.0:3085.0 -> 
NetworkPoint -275.0:-4010.0 -> -320.0:-4010.0
NetworkPoint 1915.0:4720.0 -> 1960.0:4720.0
NetworkPoint 3685.0:-2930.0 -> 3685.0:-2885.0
NetworkPoint -95.0:-740.0 -> -140.0:-740.0
NetworkPoint 850.0:-1400.0 -> 850.0:-1355.0
NetworkPoint 655.0:4720.0 -> 700.0:4720.0
NetworkPoint 850.0:-3275.0 -> 850.0:-3230.0
NetworkPoint 820.0:-2045.0 -> 820.0:-2090.0
NetworkPoint -1085.0:-4265.0 -> -1040.0:-4265.0
NetworkPoint -4700.0:715.0 -> -4700.0:760.0
NetworkPoint -4730.0:1945.0 -> -4730.0:1900.0
NetworkPoint -4700.0:-4085.0 -> -4700.0:-4040.0
NetworkPoint -4730.0:-2855.0 -> -4730.0:-2900.0
NetworkPoint -4700.0:-1160.0 -> -4700.0:-1115.0
NetworkPoint 2170.0:3865.0 -> 2155.0:3865.0
NetworkPoint -170.0:4210.0 -> -170.0:4255.0
NetworkPoint 3655.0:3145.0 -> 3655.0:3130.0
NetworkPoint 1285.0:4720.0 -> 1330.0:4720.0
NetworkPoint -395.0:4750.0 -> -440.0:4750.0
NetworkPoint 2830.0:-3170.0 -> 2785.0:-3170.0
NetworkPoint 3685.0:2785.0 -> 3685.0:2830.0
NetworkPoint -4700.0:-4040.0 -> -4700.0:-3995.0
NetworkPoint -4730.0:-2810.0 -> -4730.0:-2855.0
NetworkPoint -680.0:3085.0 -> -635.0:3085.0
NetworkPoint 3055.0:3835.0 -> 3100.0:3835.0
NetworkPoint -1175.0:-4235.0 -> -1220.0:-4235.0
NetworkPoint 2800.0:-4820.0 -> 2845.0:-4820.0
NetworkPoint 235.0:4750.0 -> 190.0:4750.0
NetworkPoint 3685.0:-2840.0 -> 3685.0:-2795.0
NetworkPoint 3655.0:1135.0 -> 3655.0:1090.0
NetworkPoint 3685.0:-95.0 -> 3685.0:-50.0
NetworkPoint 3655.0:-3665.0 -> 3655.0:-3710.0
NetworkPoint -200.0:4525.0 -> -200.0:4480.0
NetworkPoint 1495.0:4750.0 -> 1450.0:4750.0
NetworkPoint -170.0:4075.0 -> -170.0:4120.0
NetworkPoint -3680.0:4750.0 -> -3725.0:4750.0
NetworkPoint 2980.0:-770.0 -> 3025.0:-770.0
NetworkPoint -3290.0:-770.0 -> -3245.0:-770.0
NetworkPoint 2380.0:-3785.0 -> 2335.0:-3785.0
NetworkPoint 820.0:-3965.0 -> 820.0:-3995.0
NetworkPoint 3685.0:2875.0 -> 3685.0:2920.0
NetworkPoint 3640.0:4720.0 -> 3655.0:4735.0 3655.0:4705.0
NetworkPoint -4700.0:625.0 -> -4700.0:670.0
NetworkPoint -4730.0:1855.0 -> -4730.0:1810.0
NetworkPoint -1535.0:4720.0 -> -1490.0:4720.0
NetworkPoint 1990.0:-3200.0 -> 2035.0:-3200.0
NetworkPoint 1930.0:-740.0 -> 1885.0:-740.0
NetworkPoint 3685.0:-2975.0 -> 3685.0:-2930.0
NetworkPoint 2140.0:3175.0 -> 2140.0:3220.0
NetworkPoint -3245.0:-740.0 -> -3290.0:-740.0
NetworkPoint 3220.0:4660.0 -> 3220.0:4615.0
NetworkPoint -275.0:4720.0 -> -230.0:4720.0
NetworkPoint 850.0:-3320.0 -> 850.0:-3275.0
NetworkPoint 820.0:-2090.0 -> 820.0:-2135.0
NetworkPoint -4700.0:-4130.0 -> -4700.0:-4085.0
NetworkPoint -4730.0:-2900.0 -> -4730.0:-2945.0
NetworkPoint -170.0:4165.0 -> -170.0:4210.0
NetworkPoint 2380.0:-4790.0 -> 2335.0:-4790.0
NetworkPoint -3455.0:3115.0 -> -3500.0:3115.0
NetworkPoint 1045.0:3085.0 -> 1090.0:3085.0
NetworkPoint 3640.0:-4790.0 -> 3595.0:-4790.0
NetworkPoint 820.0:-3875.0 -> 820.0:-3920.0
NetworkPoint -200.0:4435.0 -> -200.0:4390.0
NetworkPoint 1540.0:-3815.0 -> 1585.0:-3815.0
NetworkPoint -4325.0:-4235.0 -> -4370.0:-4235.0
NetworkPoint -3965.0:3085.0 -> -3920.0:3085.0
NetworkPoint -5.0:3115.0 -> -50.0:3115.0
